time,density,nonezero,
153,0.6,0.56,
154,0.6,0.575,
155,0.6,0.65,
156,0.6,0.625,
157,0.6,0.56,
158,0.6,0.61,
159,0.6,0.63,
160,0.6,0.625,
161,0.6,0.625,
162,0.6,0.625,
163,0.6,0.68,
164,0.6,0.545,
165,0.6,0.63,
166,0.6,0.63,
167,0.6,0.585,
168,0.6,0.605,
169,0.6,0.58,
170,0.6,0.665,
171,0.6,0.55,
172,0.6,0.615,
173,0.6,0.55,
174,0.6,0.58,
175,0.6,0.595,
176,0.6,0.63,
177,0.6,0.62,
178,0.6,0.55,
179,0.6,0.615,
180,0.6,0.58,
181,0.6,0.675,
182,0.6,0.615,
183,0.6,0.63,
184,0.6,0.59,
185,0.6,0.65,
186,0.6,0.6,
187,0.6,0.56,
188,0.6,0.62,
189,0.6,0.56,
190,0.6,0.615,
191,0.6,0.61,
192,0.6,0.665,
193,0.6,0.635,
194,0.6,0.575,
195,0.6,0.62,
196,0.6,0.665,
197,0.6,0.615,
198,0.6,0.64,
199,0.6,0.62,
200,0.6,0.65,
1,0.7,0.7,
2,0.7,0.71,
3,0.7,0.69,
4,0.7,0.765,
5,0.7,0.725,
6,0.7,0.685,
7,0.7,0.715,
8,0.7,0.695,
9,0.7,0.705,
10,0.7,0.735,
11,0.7,0.735,
12,0.7,0.72,
13,0.7,0.675,
14,0.7,0.715,
15,0.7,0.695,
16,0.7,0.715,
17,0.7,0.72,
18,0.7,0.705,
19,0.7,0.7,
20,0.7,0.695,
21,0.7,0.74,
22,0.7,0.655,
23,0.7,0.74,
24,0.7,0.73,
25,0.7,0.75,
26,0.7,0.72,
27,0.7,0.69,
28,0.7,0.73,
29,0.7,0.72,
30,0.7,0.71,
31,0.7,0.69,
32,0.7,0.725,
33,0.7,0.64,
34,0.7,0.705,
35,0.7,0.735,
36,0.7,0.7,
37,0.7,0.735,
38,0.7,0.68,
39,0.7,0.66,
40,0.7,0.71,
41,0.7,0.665,
42,0.7,0.72,
43,0.7,0.67,
44,0.7,0.715,
45,0.7,0.7,
46,0.7,0.665,
47,0.7,0.715,
48,0.7,0.71,
49,0.7,0.745,
50,0.7,0.705,
51,0.7,0.705,
52,0.7,0.69,
53,0.7,0.645,
54,0.7,0.7,
55,0.7,0.705,
56,0.7,0.665,
57,0.7,0.725,
58,0.7,0.74,
59,0.7,0.675,
60,0.7,0.745,
61,0.7,0.67,
62,0.7,0.69,
63,0.7,0.72,
64,0.7,0.63,
65,0.7,0.695,
66,0.7,0.74,
67,0.7,0.71,
68,0.7,0.745,
